trial_id,study_title,standardised_condition,original_condition,country_codes,countries,centre,intervention,source_register,date_registration,date_enrollment,study_type,phase,randomization,placebo,masking,primary_purpose,endpoint_classification,intervention_model,primary_outcome,secondary_outcome,target_sample_size,inclusion_age_min,inclusion_age_max,inclusion_gender,pregnant_participants,inclusion_criteria,exclusion_criteria,primary_sponsor,results_ind,results_date_completed,results_date_posted,retrospective_flag,Year,sponsor_category,income_level,results_posted
EUCTR2016-003789-21-ES,PHASE II TRIAL FOR ASSESSING DIFFERENT BENZNIDAZOL REGIMENS IN THE TREATMENT OF CHAGAS DISEASE IN ADULT PATIENTS ON  CHRONIC PHASE . BERINECE PROJECT - MULTBENZ,Chagas Disease,"Chagas Disease on chronic phase <br>MedDRA version: 19.0
Level: LLT
Classification code 10008384
Term: Chagas' disease
System Organ Class: 100000004862
;Therapeutic area: Diseases [C] - Parasitic Diseases [C03]",ARG|BRA|ESP|COL,Argentina;Brazil;Spain;Colombia,Multi-Country,Product Name: BenznidazolPharmaceutical Form: TabletINN or Proposed INN: BENZNIDAZOLECAS Number: 22994-85-0Concentration unit: mg milligram(s)Concentration type: rangeConcentration number: 150-400,EU Clinical Trials Register,2016-11-17,2017-01-11,INTERVENTIONAL,PHASE II TRIAL,RANDOMIZED,NO,MASKING: BLINDED|DOUBLE,,,PARALLEL,"Main Objective: Evaluate the effectiveness of different regimens of benznidazole by the proportion of patients with sustained suppression of the parasitic load measured by PCR in peripheral blood during the first 12 months of follow up after the start of treatment in patients older than 18 years with Chagas disease in chronic phase in both its indeterminate or organic form (digestive or heart ) .;Secondary Objective: - Assess for different regimes, the parasitic kinetic at week 1,2,4 and 8 of treatment and 4,6,8 and 12 months after starting treatment in patients over 18 with chronic phase Chagas both its indeterminate form and organic ( gastrointestinal or cardiac )-Evaluate for different regimes, the serologic response in chronic phase indeterminate form both in symptomatic and by trend curves OD by ELISA methods-Assess tolerability and safety of different regimens of benznidazole for Chagas disease in chronic phase, in form with or without apparent pathology ( digestive or heart )- Correlate Benznidazol blood levels in the equilibrium phase with the therapeutic response and adverse effects.- Correlate the presence of HLA B3505 with serious side effects- Correlate different DTUs parasites and geographical origins with therapeutic response;Primary end point(s): Efficacy:Parasitological response determined by the presence of parasite DNA in peripheral blood measured by PCR and interpreted qualitatively during the treatment and follow-up. Treatment times and are defined by monitoring the different treatment arms.Safety: - Incidence and severity of the side effects- Treatment interruption;Timepoint(s) of evaluation of this end point: 15 or 60 days depending on the treatment arm",Secondary end point(s): Negativization maintained during the treatment phase and the first 12 months of follow up. • Proportion of patients with positive PCR in each of the points of analysis. • Changes in the parasite load in the different points of analysis measured by detecting parasite DNA in peripheral blood by quantitative PCR • Evolution of the serological response comparing baseline results with the end of follow-up results. • Range of biomarker levels decreased at 6 and 12 months follow-up on the screening visit • Proportion of patients achieving marker levels decrease below the threshold of positivity (previously defined).;Timepoint(s) of evaluation of this end point: - During treatment phase and 12 months after treatment- Different time point.- Different time point- At the end of follow up- 6 and 12 months follow-up period- Different time point,240.0,18Y,NO LIMIT,MALE AND FEMALE,,"inclusion criteria: - patients = 18 years old- patients diagnosed of chagas disease through 2 positive serologic tests, using different antigens.- detectable dna of t.cruzi in peripheral blood through pcr.- written informed consent- weight = 50 kg to =80 kg- patients capable to fulfill with the protocol visits and procedures and have a permanent address- patients must be residents of free areas transmission vector (triatoma infestans). (defined by local health programs or under the definition of paho / who- childbearing woman with a negative pregnancy test in serum or urine at baseline. during the treatment phase, breastfeeding is not allow and a barrier contraceptive method has to be used.are the trial subjects under 18? nonumber of subjects for this age range: f.1.2 adults (18-64 years) yesf.1.2.1 number of subjects for this age range 200f.1.3 elderly (>=65 years) yesf.1.3.1 number of subjects for this age range 40","exclusion criteria: - patients treated previously with benznidazol o nifurtimox (complete or incomplete)- inability to do the follow up at the stipulated dates- acute or chronic health problems, that according to pi opinion can interfere in the efficacy and/or safety drug evaluation (exemple: acute infections, hiv infection, hepatic disease with liver function affected and renal disease that needs supportive treatment)- precedent of alcohol abuse- patients with known hypersensibility to nitroimidazols, for example metronidazol- any concomitant use or a history of use of allopurinol, antimicrobial or anti-parasitic agents or antifungal- laboratory parameters out of range o clinically relevant according to investigator criteria:o leukocytes must be within the normal range, with an acceptable margin of +/- 5%o platelets must be within the normal range up to 550,000 / mm3 or 550x109 / lo total bilirubin must be within the normal rangeo transaminases (alt and ast) should be within the normal range, with an acceptable margin of 25% above the upper limit of normal (uln) o creatinine should be within the normal range, with an acceptable margin of 10% above the uln, o alkaline phosphatase must be within the normal range until ctcae grade 1 (o ggt should be within the normal range up to 2x uln.o fasting glucose should be within the normal range",FUNDACIÓN HOSPITAL UNIVERSITARI VALL D'HEBRON - INSTITUT DE RECERCA,No,,,YES,2016,Non-profit,Upper middle,False
NCT02646943,LONGITUDINAL STUDY OF PATIENTS WITH CHRONIC CHAGAS CARDIOMYOPATHY IN BRAZIL (SAMI_TROP PROJECT),Chagas Disease,Chagas Disease,,Unknown,Missing,,ClinicalTrials.gov,2015-12-27,,OBSERVATIONAL,NOT APPLICABLE,,,,,,,Death,Changes in the ECG pattern;Hospitalization due to cardiovascular,1959.0,18Y,NO LIMIT,MALE AND FEMALE,,"eligibility criteria: to be a client of the tms telehealth system, have a positive history for t cruzi infection or chagas disease, have an abnormal ecg and to consent to participating in the research program.","exclusion criteria: the exclusion criteria include pregnancy or breast feeding, and any severe condition with ominous prognosis that indicates a life expectancy of less than two years.",UNIVERSITY OF SAO PAULO,No,,,NO,2015,Non-profit,Unknown,False
NCT02625974,"PROSPECTIVE, HISTORICALLY CONTROLLED STUDY TO EVALUATE THE EFFICACY AND SAFETY OF A NEW PEDIATRIC FORMULATION OF NIFURTIMOX IN CHILDREN AGED 0 TO 17 YEARS WITH CHAGAS' DISEASE",Chagas Disease,Chagas Disease,ARG|BOL|COL,Argentina;Bolivia;Colombia;Argentina;Bolivia;Colombia,Multi-Country,"Drug: Nifurtimox (Lampit, BAYA2502);Drug: Placebo",ClinicalTrials.gov,2015-12-07,2016-01-27,INTERVENTIONAL,PHASE III TRIAL,RANDOMIZED,,MASKING: BLINDED|QUADRUPLE,TREATMENT,,PARALLEL,Percentage of Participants Cured;Incidence Rate of Seronegative Conversion for Subjects Received at Least One Dose of the 60-day Nifurtimox Treatment Regimen.(Part 2),Nifurtimox Concentration Over Time in Plasma at Visit 8 (Part 1);Incidence of Seronegative Conversion Received at Least One Dose of the 30-day Nifurtimox Treatment Regimen. (Part 2);Proportion of Responders With Seronegative Conversion and no Evidence of Cardiomyopathy (Part 2);Antibody Titer in Plasma Over Time in All Subjects (Part 2);Number of Subjects With Clinical Signs/ Symptoms of Chagas Disease at Visit 1;Number of Subjects With Clinical Signs/ Symptoms of Chagas Disease at Visit 3;Number of Subjects With Clinical Signs/ Symptoms of Chagas Disease at Visit 6;Number of Subjects With Clinical Signs/ Symptoms of Chagas Disease at Visit 8;Number of Subjects With Clinical Signs/ Symptoms of Chagas Disease at Visit 9;Number of Subjects With Clinical Signs/ Symptoms of Chagas Disease at Visit 10;Number of Subjects With Clinical Signs/ Symptoms of Chagas Disease at Visit 11;Number of Subjects With Positive Results in Concentration Test for T. Cruzi (for Subjects <8 Months of Age);Number of Subjects With a Positive Serological Response Using Non-conventional Enzyme-linked Immunosorbent Assay-F29 (ELISAF29) Test;Number of Subjects With Positive Quantitative Polymerase Chain Reaction (qPCR) Results;Number of Subjects With Treatment-emergent Adverse Events (TEAEs) and Treatment-emergent Serious Adverse Events (TESAEs);Number of Subjects With Treatment-emergent High Blood Chemistry Abnormalities by Treatment (Part 1);Number of Subjects With Treatment-emergent Low Blood Chemistry Abnormalities by Treatment (Part 1);Number of Subjects With Treatment-emergent High Hematology Abnormalities by Treatment (Part 1);Number of Subjects With Treatment-emergent Low Hematology Abnormalities by Treatment (Part 1);Number of Subjects With Treatment-emergent High Coagulation Abnormalities by Treatment (Part 1);Number of Subjects With Treatment-emergent Low Coagulation Abnormalities by Treatment (Part 1);Number of Subjects With Abnormal Urinalysis Findings Considered as Clinically Significant or Reported as Adverse Events (AEs);Number of Subjects With Abnormal ECG Findings Considered as Clinically Significant by Investigators (Part 1);Mean Changes in Vital Signs (Systolic Blood Pressure) Between the Treatment Groups From Baseline (Part 1);Mean Changes in Vital Signs (Diastolic Blood Pressure) Between the Treatment Groups From Baseline (Part 1);Mean Changes in Vital Signs (Respiratory Rate) Between the Treatment Groups From Baseline (Part 1);Mean Changes in Vital Signs (Heart Rate) Between the Treatment Groups From Baseline (Part 1);Mean Changes in Vital Signs(Temperature) Between the Treatment Groups From Baseline (Part 1);Nifurtimox Concentration Over Time in Plasma at Visit 2 (Part 1);Nifurtimox Concentration Over Time in Plasma at Visit 3 (Part 1);Nifurtimox Concentration Over Time in Plasma at Visit 6 (Part 1),330.0,0Y,17Y,MALE AND FEMALE,,inclusion criteria: part 1: - male and female pediatric subjects aged 0 days to younger than 18 years - chagas' disease diagnosed/ confirmed for a) subjects randomization must demonstrate direct observation of trypanosoma cruzi by concentration test; b) subjects = 8 months to demonstrate a positive conventional elisa result for both recombinant elisa and total purified antigen elisa part 2: - male and female subjects who were randomized and received at least one dose of their assigned 60- or 30-day regimen of nifurtimox treatment,"exclusion criteria: part 1: - subjects aged 0 to 27 days who, at birth, were pre-term, weighed less than 2500 g, or had a maximum apgar score - known evidence of chagas' disease-related cardiomyopathy/ chagas' heart disease - known evidence of chagas' disease-related gastrointestinal dysfunction (e.g. megaoesophagus, megacolon, or both) or chagas' digestive disease - serious manifestations of acute chagas' disease, including myocarditis, meningoencephalitis, or pneumonitis - known evidence of chagas' disease-related damage to the peripheral nervous system or peripheral neuropathy - clinically significant psychiatric disorder (e.g. moderate to severe depression, severe anxiety, or psychosis) or epilepsy - subjects with contraindications/ warnings to nifurtimox administration, or with conditions that may increase the risk of the undesirable effects of nifurtimox - subjects who have had previous treatment with trypanocidal agents or an accepted indication for antiparasitic therapy (e.g. reactivation of chagas' infection due to immunosuppression by several diseases or treatment with steroids) - subjects living in housing conditions where there is no active or effective vector control to trypanosoma cruzi reinfection as determined by ministry of health guidelines in each country part 2: - subjects with acute or chronic health conditions or congenital disorders which, in the opinion of the investigator, would make them unsuitable for participation in the clinical study - subjects living in housing conditions where there is no active or effective vector-control to trypanosoma cruzi reinfection as determined by ministry of health guideline of the respective country - subjects with clinical manifestations of chagas' disease-related gastrointestinal dysfunction or serious manifestations of acute chagas' disease - immuno-compromised subjects (e.g. with human immunodeficiency virus or treated with immunosuppressive drugs)",BAYER,YES,,29/10/2019,YES,2015,Other,Upper middle,True
NCT02606864,"NON-BLINDED, RANDOMIZED, SINGLE CENTER, SINGLE DOSE, CROSS-OVER STUDY TO ASSESS THE EFFECT OF A HIGH CALORIE/HIGH FAT MEAL ON THE PHARMACOKINETICS OF FOUR 30 MG NIFURTIMOX TABLETS TAKEN ORALLY BY ADULT MALE AND FEMALE PATIENTS SUFFERING FROM CHRONIC CHAGAS' DISEASE",Chagas Disease,Chagas Disease,ARG,Argentina,Single Country,Drug: Nifurtimox (BAYa2502),ClinicalTrials.gov,2015-11-16,,INTERVENTIONAL,PHASE I TRIAL,RANDOMIZED,,OPEN LABEL,,EFFICACY,CROSS-OVER,Area under the drug-concentration vs. time curve of nifurtimox from time 0 to the last data point[AUC(0-tlast)];Plasma concentration nifurtimox characterized by Cmax;Plasma concentration of nifurtimox characterized by tmax;Plasma concentration of nifurtimox characterized by AUC,Number of participants with adverse events as a measure of safety and tolerability,36.0,18Y,45Y,MALE AND FEMALE,,"inclusion criteria: - study participants of reproductive potential must agree to utilize two reliable and acceptable methods of contraception simultaneously when sexually active. one of these methods must include a barrier method. subjects who are not of reproductive potential include: vasectomized males or non-vasectomized males with documented azospermia prior to screening, as well as females who are surgically sterilized with bilateral tubal ligation or who have undergone hysterectomy. women who are menopausal are also considered not of reproductive potential if there has been no menses > 12 months prior to screening and supported by a pre-screening follicle stimulating hormone (fsh) > 40 miu/ml if available. examples of reliable and acceptable methods of birth control include, but are not limited to: diaphragm with spermicide, condoms with spermicide or oral contraception with condom use in the male partner. this applies from the signing of the informed consent up until 12 weeks after the last dose of the study medication. - male/female subject diagnosed with chronic chagas' disease: previous diagnosis of acute or chronic chagas' disease by a health clinic prior to screening for the study. the diagnosis of chronic chagas' disease may be made by clinical findings, supported by antibody titers if available. if there is a known history of acute disease, it is preferable to have documentation of parasites on the blood smear if available - age: 18 to 45 years (inclusive) at the first screening visit - body mass index (bmi): above/equal 18 and below/equal 29.9 kg / m²","exclusion criteria: - incompletely cured pre-existing diseases (except chronic chagas) for which it can be assumed that the absorption, distribution, metabolism, elimination and effects of the study drugs will not be normal - acute chagas'disease (during the acute phase, the parasite on a blood smear may be seen under a microscope. different antibodies are present, depending on the course of the disease) - known hypersensitivity to the study drugs (active substances or excipients of the preparations) - unstable or uncontrolled medical condition such as hypertension or diabetes, decompensated heart failure, gastrointestinal (gi) conditions that would interfere with the absorption of the study drug (e.g. gi ulceration, peptic ulceration, gi bleeding, gastroesophageal reflux, or other gi disease affecting gastroesophageal junction), conditions that could potentially have an impact on drug metabolism or elimination (renal, hepatic such as known hepatic or biliary abnormalities), or any clinically relevant active infections in the opinion of the investigator within 4 weeks before the screening visit, e.g. clinically relevant history or presence of significant respiratory (e.g. interstitial lung disease), hematological, lymphatic, neurological, cardiovascular, psychiatric, musculoskeletal, genitourinary, immunological, metabolic (e.g. diabetes), and dermatological or connective tissue disease - use of systemic or topical medicines or substances which oppose the study objectives or which might influence them within 4 weeks before the first study drug administration, e.g. an investigational drug, any drug altering gi motility and/or gastric ph (e.g. antacids, anticholinergic, para-sympatholytics), any drug known to induce liver enzymes (e.g. dexamethasone, barbiturates, st. john's wort [hypericum perforatum]), any drug known to inhibit liver enzymes (e.g. ketoconazole, macrolides) - clinically relevant findings in the ecg such as a second- or third-degree atrioventricular block, prolongation of the qrs complex over 120 msec or of the qt-interval over 450 msec using bazett's formula (qtcb) or fridericia's formula (qtcf). (clinically stable subjects with chagas'- related heart disease and pacemaker in place for >1 year and evaluated by a cardiologist =6 months before the first dose of study drug will not be excluded.) - systolic blood pressure below 100 or above 140 mmhg (after resting in supine position for a minimum of 3 min) - diastolic blood pressure below 50 or above 90 mmhg (after resting in supine position for a minimum of 3 min) - pulse rate below 45 or above 95 beats / min (after resting in supine position for a minimum of 3 min) - findings that would exclude the subject in the physician's judgment e.g. enlarged liver, irregular heartbeat, undiagnosed acute illness, melanoma",BAYER,No,,,YES,2015,Other,Upper middle,False
NCT02517632,IMPACT OF A PHYSICAL EXERCISE PROGRAM IN CARDIOPULMONARY REHABILITATION IN PATIENTS WITH CHRONIC CHAGAS HEART DISEASE: A RANDOMIZED CONTROLLED TRIAL (PEACH TRIAL),Chagas Disease,Chagas Disease;Chagas Cardiomyopathy;Chagas Disease;Chagas Cardiomyopathy;Chagas Disease;Chagas Cardiomyopathy;Chagas Disease;Chagas Cardiomyopathy,BRA,Brazil;Brazil;Brazil;Brazil;Brazil,Single Country,"Behavioral: Exercise, nutritional and pharmaceutical counceling;Behavioral: Nutritional and pharmaceutical counceling;Behavioral: Exercise, nutritional and pharmaceutical counceling;Behavioral: Nutritional and pharmaceutical counceling;Behavioral: Exercise, nutritional and pharmaceutical counceling;Behavioral: Nutritional and pharmaceutical counceling;Behavioral: Exercise, nutritional and pharmaceutical counceling;Behavioral: Nutritional and pharmaceutical counceling",ClinicalTrials.gov,2015-08-05,,INTERVENTIONAL,PHASE III TRIAL,RANDOMIZED,,MASKING: BLINDED|SINGLE,TREATMENT,,PARALLEL,Functional capacity measured by peak exercise oxygen consumption;Functional capacity measured by peak exercise oxygen consumption;Functional capacity measured by peak exercise oxygen consumption,Muscle respiratory strength;Body composition (body fat percentage);Cardiac function (maily ejection fraction);Laboratorial biomarkers composite;Quality of life;24 hours Holter;Nutritional assessment;Pharmaceutical assessment;Microvascular reactivity;Body mass index,30.0,18Y,NO LIMIT,MALE AND FEMALE,,"inclusion criteria: (1) chagas disease diagnosis by serology; (2) chronic chagasic cardiomyopathy, with left ventricular ejection fraction (3) clinical stability in the last three months, (4) adherence to the ambulatory clinical treatment and (5) age above 18 years.","exclusion criteria: (1) pregnancy, (2) neuromuscular limitations, (3) tobacco use, (4) evidence of nonchagasic heart disease, (5) systemic conditions that limits exercise practice or hemodynamic stress tests (6) unavailability to attend three times a week for a minimum of six months, (7) practitioners of regular exercise and (8) claustrophobia. ;",EVANDRO CHAGAS NATIONAL INSTITUTE OF INFECTIOUS DISEASE,No,,,YES,2015,Government,Upper middle,False
NCT02516293,CARDIAC REHABILITATION PROGRAM IN PATIENTS WITH CHAGAS HEART FAILURE: A PILOT STUDY,Chagas Disease,Chagas Disease;Chagas Cardiomyopathy,BRA,Brazil,Single Country,"Behavioral: Exercise, nutritional and pharmaceutical counseling",ClinicalTrials.gov,2015-07-31,,INTERVENTIONAL,PHASE II/III TRIAL,,,OPEN LABEL,,EFFICACY,SINGLE GROUP,Functional Capacity (VO2 max),Muscle respiratory strength (maximal inspiratory pressure and maximal expiratory pressure);Body composition (body fat percentage);Cardiac function (mainly ejection fraction);Biomarkers (lipid profile and glucose);Biomarkers (glycated hemoglobin);Quality of life by Minnesota Living with heart failure questionnaire (MLHFQ);Anthropometry;Anthropometry,12.0,18Y,NO LIMIT,MALE AND FEMALE,,inclusion criteria: - patients at the stages c or d of chagas cardiomyopathy - patients receiving standard optimized medical therapy - patients with good adherence to outpatient treatment within the last three months.,"exclusion criteria: - those who were not able to attend three weekly training sessions, - those who had neuromuscular limitations, cardiopathies from non-chagasic etiology (e.g ischemic), systemic conditions that limits exercise practice (e.g chronic obstructive pulmonary disease) - practitioners of regular exercise.",EVANDRO CHAGAS NATIONAL INSTITUTE OF INFECTIOUS DISEASE,No,,,NO,2015,Government,Upper middle,False
RBR-5m6748,VALIDATION OF THE USE OF GALECTIN-3 AS A BIOMARKER FOR DETERMINING PROGNOSIS OF PATIENTS WITH CHAGAS DISEASE,Chagas Disease,Chronic Chagas Disease with cardiac involvement;B57.2,BRA,Brazil,Single Country,"The 60 patients included on this study will be evalluated on a specialized clinic for Chagas disease and will undergo laboratory tests, chest X-ray , ECG , stress test, cardiac magnetic resonance imaging, Holter, filling of quality of life questionnaires and dosage of galectin-3 by ELISA in order to evaluate the correlation of its concentration and predefined variables. The tests will be done just once.;Biological/vaccine;D23.101.137",REBEC,2015-04-14,2012-06-01,OBSERVATIONAL,NOT APPLICABLE,,,,,,,Expected outcome: Higher serum levels of galectin-3 in the most severe forms of presentation of Chagas disease; detected by ELISA; observing an increase of about 5 ng/mL in patients with the most severe forms when compared with patients with the indeterminate form.,Expected outcome: Higher serum levels of galectin-3 in the patients with myocardium fibrosis; detected by ELISA; observing an increase of about 5 ng/mL in patients with myocardium fibrosis when compared with patients without fibrosis.,286.0,18Y,70Y,UNKNOWN,,inclusion criteria: chagas disease confirmed by 2 different serological tests; optimized drug therapy; nyha functional class ii-iii-iv or patients with the indeterminate form; patients of any gender and aged 18 to 70 years.,"exclusion criteria: valvulopathy with hemodynamic consequences; chronic use of immunosuppressive agents; renal failure on current treatment by dialysis; acute infections or systemic infections in accordance with the definition of sepsis accp/sccm (american college of chest phisicians/society of critical care medicine); abuse alcohol or illicit drugs (based on dsm iv), any comorbidity with impact on survival in two years; liver, pulmonary, hematologic, neoplastic, bone, inflammatory or infectious diseases.",HOSPITAL SÃO RAFAEL,No,,,NO,2015,Non-profit,Upper middle,False
RBR-2md5dr,DETERMINATION OF THE PROGNOSTIC VALUE OF THE EXPRESSION PROFILE OF MICRO RNAS IN PATIENTS WITH CHAGAS DISEASE,Chagas Disease,"Chronic Chagas disease in indeterminate, cardiac without ventricular dysfunction and cardiac with ventricular dysfunction forms.;B57.2",BRA,Brazil,Single Country,"The 60 patients will be evalluated on a specialized clinics for Chagas disease and will undergo laboratory tests, chest X-ray , ECG , stress test, cardiac magnetic resonance imaging, Holter, filling of quality of life questionnaires and dosage microRNAs by ELISA in order to evaluate the correlation of its concentration and predefined variables. The tests will be done just once.;Other;D23.101.137",REBEC,2015-04-14,2012-07-01,OBSERVATIONAL,NOT APPLICABLE,,,,,,,"Expected outcome: change in the expression profile of microRNAs on the chagasic patients in comparison to healthy patients, verified by PCR, observing a change in 10% in this expression profile.","Expected outcome: change in the expression profile of microRNAs on patients with cardiac fibrosis in comparison to patients without fibrosis, verified by PCR, observing a change in 10% in this expression profile.",286.0,18Y,70Y,UNKNOWN,,inclusion criteria: chagas disease confirmed by 2 different serological tests; optimized drug therapy; nyha functional class ii-iii-iv or patients with the indeterminate form; patients of any gender and aged 18 to 70 years.,"exclusion criteria: valvulopathy with hemodynamic consequences; chronic use of immunosuppressive agents; renal failure on current treatment by dialysis; acute infections or systemic infections in accordance with the definition of sepsis accp/sccm (american college of chest phisicians/society of critical care medicine); abuse alcohol or illicit drugs (based on dsm iv), any comorbidity with impact on survival in two years; liver, pulmonary, hematologic, neoplastic, bone, inflammatory or infectious diseases.",HOSPITAL SÃO RAFAEL,No,,,NO,2015,Non-profit,Upper middle,False
NCT02369978,CARDIOVASCULAR HEALTH INVESTIGATION AND COLLABORATION FROM COUNTRIES OF AMERICA TO ASSESS THE MARKERS AND OUTCOMES OF CHAGAS DISEASE (CHICAMOCHA-3) - EQUITY (EQUIVALENCE OF USUAL INTERVENTIONS FOR TRYPANOSOMIASIS),Chagas Disease,Chagas Disease;Chagas Disease;Chagas Disease;Chagas Disease,COL,Colombia;Colombia;Colombia;Colombia;Colombia,Single Country,Drug: Nifurtimox;Drug: Benznidazole;Drug: Placebo;Drug: Nifurtimox;Drug: Benznidazole;Drug: Placebo;Drug: Nifurtimox;Drug: Benznidazole;Drug: Placebo;Drug: Nifurtimox;Drug: Benznidazole;Drug: Placebo,ClinicalTrials.gov,2015-02-17,,INTERVENTIONAL,PHASE II/III TRIAL,RANDOMIZED,,MASKING: BLINDED|QUADRUPLE,TREATMENT,,PARALLEL,Quantitative Polymerase Chain Reaction (qPCR) for Trypanosoma cruzi;Quantitative Polymerase Chain Reaction (qPCR) for Trypanosoma cruzi;Quantitative Polymerase Chain Reaction (qPCR) for Trypanosoma cruzi,T. cruzi positive serology status;Mean change in T. cruzi antibody titers,500.0,20Y,55Y,MALE AND FEMALE,,inclusion criteria: - positive serology status to trypanosoma cruzi - no clinical signs of dilated cardiomyopathy,"exclusion criteria: - unacceptable risk of re-infection, based on the investigators judgment - previous treatment with nfx or bzn - history of peripheral neuropathy - health condition limiting the mobility, cognitive function or life expectancy within two years of the enrollment visit - pregnancy / unwilling to use reliable contraceptive methods during childbearing age ;",UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA,No,,,YES,2015,Other,Upper middle,False
NCT02346123,DETERMINATION OF GENETIC POLYMORPHISMS IN CHRONIC CHAGAS CARDIOMYOPATHY,Chagas Disease,Chagas Disease,BRA,Brazil,Single Country,Genetic: Gathering of samples of genetic material,ClinicalTrials.gov,2015-01-20,,OBSERVATIONAL,NOT APPLICABLE,,,,,,,"Presence of polymorphisms of the genes CLDN-1, LGALS3, SOCS3, IL-28B, CCL5 in the different forms of Chagas disease","Presence of polymorphisms of the genes CLDN-1, LGALS3, SOCS3, IL-28B, CCL5 in subjects with and without myocardial fibrosis",55.0,18Y,70Y,MALE AND FEMALE,,"inclusion criteria: - chagas disease diagnosis confirmed by 2 different serologies - diagnosis of chagas disease in both forms: indeterminate and cardiac ones, with and without ventricular dysfunction","exclusion criteria: - significant aortic stenosis - mitral stenosis with a valve area inferior than 1,5 cm2 - superior or moderated aortic and/or mitral regurgitation - chronic use of immunosuppressive agents - dialysis treatment of terminal renal failure - fever on the last 48 hours or evidence of systemic infection in activity - current abusive use of alcohol or illicit drugs - any other comorbidities that impact patient's survival within the next 2 years - liver disease in activity - continuous use of steroids as treatment for chronic obstructive pulmonary disease - hematologic, neoplastic or bone diseases - homeostasis disturbances - inflammatory diseases or chronic infectious diseases",HOSPITAL SAO RAFAEL,No,,,YES,2015,Non-profit,Upper middle,False
NCT02386358,ETIOLOGIC TREATMENT WITH BENZNIDAZOLE IN ADULT PATIENTS WITH CHRONIC CHAGAS DISEASE. A RANDOMIZED DOUBLE BLIND CLINICAL TRIAL,Chagas Disease,Chagas Disease,ARG,Argentina,Single Country,Drug: Benznidazole;Drug: Placebo,ClinicalTrials.gov,2015-01-19,,INTERVENTIONAL,PHASE III TRIAL,RANDOMIZED,,MASKING: BLINDED|DOUBLE,,EFFICACY,PARALLEL,Cardiovascular Mortality;Development of heart failure;Severe arrhythmias with hemodynamic compromise or pacemaker implant or Implantable cardiac defibrillator,Electrocardiographic endpoints. New development of permanent changes in the electrocardiographic;Changes in clinical stage in chronic Chagas disease;Enlargement of the left ventricle (LV) detected by echocardiography.;New Heart Failure;Stroke;Serological negativization;Development and validation of RT-PCR;Changes of the secondary objectives during RCT development. New single endpoints;Combined clinical endpoints:,910.0,20Y,55Y,MALE AND FEMALE,,"inclusion criteria: - patients living in urban areas - reactive to at least 2 for serological test performed in fatala chaben institute (elisa and ifi) , - patients who agreed to be part of this protocol through informed consent form signed","exclusion criteria: - patients with chronic chagas disease who have received prior treatment with benznidazole - other cardiomyopathies : idiopathic , alcoholic , peripartum myocarditis, secondary to coronary artery disease, valve disease, hypertension, restrictive, hypertrophic or congenital - chronic renal disease - bleeding disorders - history of liver disease or current liver disease , - any other severe clinical disease that decreases their life expectancy - history of severe allergies - pregnant patients - patients who have not signed the informed consent.",INSTITUTO NACIONAL DE PARASITOLOGIA DR. MARIO FATALA CHABEN,No,,,NO,2015,Other,Upper middle,False
NCT02327052,ASSESSMENT OF SPECKLE TRACKING STRAIN PREDICTIVE VALUE FOR MYOCARDIAL FIBROSIS IN SUBJECTS WITH CHAGAS DISEASE,Chagas Disease,Chagas Disease,BRA,Brazil,Single Country,Other: No intervention was performed.,ClinicalTrials.gov,2014-12-18,,OBSERVATIONAL,NOT APPLICABLE,,,,,,,Correlation between longitudinal global strain and the percentage of myocardial fibrosis.,,58.0,18Y,70Y,MALE AND FEMALE,,"inclusion criteria: - chagas disease, established based on microbiological confirmation by two positive serologic tests (indirect hemagglutination and indirect immunofluorescence) - between 18 and 70 years of age.","exclusion criteria: - previous myocardial infarction or history of coronary artery disease - primary valve disease - dialysis treatment of terminal renal failure - liver disease in activity - hematologic, neoplastic or bone diseases - and mri contraindications.",HOSPITAL SAO RAFAEL,No,,,NO,2014,Non-profit,Upper middle,False
NCT02295215,EFFECTS OF PHYSICAL TRAINING ON SENSITIVITY BAROREFLEX PATIENTS WITHOUT CHAGAS' HEART VENTRICULAR SYSTOLIC DYSFUNCTION,Chagas Disease,Chagas Disease,BRA,Brazil,Single Country,Other: Exercise,ClinicalTrials.gov,2014-08-25,,INTERVENTIONAL,NOT APPLICABLE,RANDOMIZED,,OPEN LABEL,,EFFICACY,PARALLEL,Sympathetic nerve activityAutonomic control,Peak oxygen consumption;Skeletal muscle strength,24.0,25Y,60Y,MALE AND FEMALE,,"inclusion criteria: - chagas' disease patients, diagnosed with at least two positive serological reactions to chagas' disease, - ejection fraction =55%",exclusion criteria: - participation in a regular exercise program in the last 3 months preceding the survey - use of oral anticoagulant - use of a pacemaker or implantable cardioverter - hemodynamic instability - myocardial revascularization infarction or unstable angina in the last 3 months of the start of the protocol - diabetes mellitus - hypertension - pulmonary disease - valvular lesions - atrial fibrillation - angina of effort,UNIVERSITY OF SAO PAULO GENERAL HOSPITAL,No,,,NO,2014,Non-profit,Upper middle,False
